ID,Name,Mobility,State,Population,Student_teacher_ratio,Commute
29402,Emporia,0.1094017103,KS,47830,14.9,0.595
29403,Bartlesville,0.089498803,KS,145981,16.3,0.529
29501,Leavenworth,0.0803461075,KS,85465,16,0.425
29502,Kansas City,0.0701465756,MO,1762873,16.2,0.281
29503,St. Joseph,0.0831134543,MO,158300,14.9,0.406
29504,Sedalia,0.0825631544,MO,88232,15,0.437
29505,Polk,0.1127450988,MO,33693,12.3,0.569
29506,Bethany,0.1208459213,MO,18093,12.8,0.468
29601,Columbia,0.0655129775,MO,302388,15.3,0.422
29602,Eldon,0.0677856654,MO,79924,15.7,0.336
29700,Springfield,0.0714676157,MO,440866,16.5,0.344
29800,Aurora,0.0748914629,MO,137575,15.3,0.363
29901,Joplin,0.0722867027,MO,266742,16.8,0.454
29902,Center,0.0856643394,MO,54651,15.5,0.467
30000,Russellville,0.0887360871,AR,138646,17.3,0.404
30100,Fort Smith,0.0939385965,AR,332832,16.5,0.371
30200,Muskogee,0.0631011054,OK,152466,15.3,0.388
30300,Fayetteville,0.0918065161,AR,384122,18.3,0.378
30401,Stillwater,0.0984643176,OK,79601,16.3,0.568
30402,Tulsa,0.0783574954,OK,921246,17.3,0.323
30403,Okmulgee,0.0810611621,OK,51499,16.4,0.369
30501,Woodward,0.200000003,OK,26123,14.2,0.556
30502,Enid,0.1492687911,OK,102415,15.2,0.561
30601,El Paso,0.0864412785,TX,857648,16.6,0.28
30602,Alamogordo,0.0849557519,NM,81709,17.7,0.447
30603,Truth or Consequences,0.081272088,NM,13270,18.4,0.6
30604,Deming,0.0697278902,NM,61950,17.8,0.51
30605,Van Horn,0.2234636843,TX,2975,13.1,0.753
30701,Roswell,0.1166123748,NM,113040,18.1,0.539
30702,Santa Rosa,0.1204819307,NM,6920,14.1,0.702
30801,Hobbs,0.1619496793,NM,90061,17,0.598
30802,Lubbock,0.0673753768,TX,287568,14.5,0.449
30901,Clovis,0.0828157365,NM,73078,16.6,0.617
30902,Littlefield,0.0803662241,TX,29588,13,0.607
30903,Amarillo,0.0861367062,TX,240752,15.8,0.438
30904,Pampa,0.1533333361,TX,57355,13.7,0.549
30905,Wellington,0.1336405575,TX,8490,10.5,0.64
30906,Memphis,0.1171548143,TX,9400,10.7,0.601
30907,Matador,NA,TX,1426,10,0.582
30908,Plainview,0.0848522931,TX,52751,14.1,0.612
31001,Garden City,0.1089108884,KS,52031,16.5,0.586
31002,Ulysses,0.190721646,KS,15778,13.8,0.685
31003,Scott City,0.191304341,KS,9185,13.5,0.658
31004,Liberal,0.1211453751,KS,32998,15.5,0.642
31005,Perryton,0.2328358144,TX,17432,12.5,0.632
31006,Guymon,0.1617021263,OK,29937,14.7,0.609
31007,Dumas,0.1360153258,TX,31880,14.2,0.611
31101,Victoria,0.1014729962,TX,165277,15.4,0.425
31102,La Grange,0.114014253,TX,42194,14.4,0.457
31103,Gonzales,0.0696202517,TX,18628,14,0.492
31201,Austin,0.0693216324,TX,1298076,15.6,0.249
31202,Burnet,0.0947368443,TX,51191,14.1,0.349
31301,San Antonio,0.0643825904,TX,1724863,15.8,0.242
31302,Beeville,0.1021594703,TX,47805,14.3,0.466
31303,Kerrville,0.0956375822,TX,64467,14.9,0.471
31304,Mason,0.1744185984,TX,3738,10.4,0.589
31401,Midland,0.1788869947,TX,262282,17.1,0.462
31402,Pecos,0.2329545468,TX,31286,14,0.632
31403,Fort Stockton,0.2227805704,TX,20908,12.6,0.664
31404,Alpine,0.1802656502,TX,18377,12.6,0.705
31501,Crystal City,0.0832049325,TX,21848,14,0.606
31502,Pearsall,0.09375,TX,22118,14,0.544
31503,Laredo,0.108853586,TX,210580,16.6,0.327
31600,Brownsville,0.0916091129,TX,978369,15.9,0.343
31700,Corpus Christi,0.1055676043,TX,503493,15.7,0.387
31800,College Station,0.0777777806,TX,208437,15.2,0.451
31900,Pearland,0.1157161221,TX,320912,16.7,0.291
32000,Houston,0.0927379802,TX,4504013,17,0.21
32100,Beaumont,0.094970569,TX,497770,15.4,0.337
32201,Huntsville,0.0773425847,TX,191792,14.7,0.411
32202,Nacogdoches,0.093918398,TX,103842,13.9,0.439
32301,San Angelo,0.0863864273,TX,113973,15.1,0.479
32302,Brady,0.1181434616,TX,23666,12.6,0.577
32303,Junction,0.0734693855,TX,6828,11.4,0.542
32304,Uvalde,0.0968436152,TX,35212,14,0.58
32305,Del Rio,0.1230604574,TX,49316,16,0.515
32306,Eagle Pass,0.100081034,TX,47297,17.2,0.526
32401,Big Spring,0.1144414172,TX,54073,14.1,0.633
32402,Sweetwater,0.1220285296,TX,20146,12.5,0.588
32403,Snyder,0.1560891867,TX,26918,12.8,0.608
32501,Abilene,0.1032919884,TX,191518,13.6,0.487
32502,Childress,0.0782608688,TX,9592,13.4,0.757
32503,Haskell,0.1690140814,TX,15157,10.3,0.612
32601,Wichita Falls,0.0966044962,TX,151524,14.5,0.441
32602,Graham,0.1759398431,TX,28556,13.5,0.548
32603,Seymour,0.0860215053,TX,4093,11.8,0.674
32604,Vernon,0.0880733952,TX,21022,13.3,0.678
32701,Brownwood,0.1086637303,TX,58246,12.8,0.495
32702,Stephenville,0.1141975299,TX,55256,14.7,0.523
32801,Waco,0.0675374344,TX,281618,14.9,0.363
32802,Corsicana,0.1013043448,TX,100377,13.8,0.377
32900,Killeen,0.0772482678,TX,330714,15.2,0.383
33000,Fort Worth,0.0913628563,TX,1804370,16.6,0.24
33100,Dallas,0.0710824654,TX,3405666,16.6,0.218
33200,Paris,0.0767123252,TX,185835,14.2,0.39
33300,Tyler,0.0951065049,TX,434643,15,0.33
33400,Longview,0.1141970754,TX,289849,14.6,0.361
33500,Texarkana,0.0788930878,TX,235988,14.2,0.399
33601,Lawton,0.1048808843,OK,171610,17.1,0.472
33602,Altus,0.1121495292,OK,48010,15.6,0.621
33603,Frederick,0.0743034035,OK,9287,13.8,0.538
33700,Ardmore,0.1107882336,OK,117982,15.7,0.442
33801,Elk City,0.1871988922,OK,60885,14.1,0.604
33802,Chickasha,0.1154462844,OK,75666,15.5,0.382
33803,Oklahoma City,0.0820752904,OK,1154246,17,0.305
33901,Ada,0.1167294234,OK,69207,15.2,0.458
33902,Sherman,0.0884798095,TX,178371,14.8,0.372
34001,Hot Springs,0.0707567334,AR,210357,17.1,0.384
34002,Idabel,0.0922787189,OK,97397,15.6,0.423
34101,Sand Point,NA,AK,2697,12.2,0.945
34102,Anchorage,0.1339529753,AK,369296,20,0.364
34103,Valdez,0.1599999964,AK,10195,16.5,0.687
34104,Bristol Bay,NA,AK,1258,20.7,0.744
34105,Kotzebue,0.0645161271,AK,7208,17.9,0.864
34106,Nome,0.0467836261,AK,9196,14.2,0.928
34107,Dillingham,0.1118421033,AK,6745,14.1,0.812
34108,Kodiak,0.1461538523,AK,13913,20.3,0.752
34109,Juneau,0.125,AK,37347,27.7,0.547
34110,Sitka,0.0708661452,AK,15519,17.1,0.805
34111,Ketchikan,0.122605361,AK,20216,18.5,0.556
34112,Bethel,0.0518638566,AK,23034,14.2,0.909
34113,Barrow,0.1000000015,AK,7385,14.8,0.879
34114,Unalaska,0.1304347813,AK,5465,16.7,0.852
34115,Fairbanks,0.1606268436,AK,97458,18.2,0.477
34201,Havre,0.0821484998,MT,25840,15.3,0.714
34202,Shelby,0.0475059375,MT,24938,14.6,0.664
34203,Great Falls,0.0963597447,MT,95101,16.7,0.538
34204,Lewistown,0.1716417968,MT,12386,16.4,0.685
34301,Cody,0.1474036872,WY,37247,16.3,0.617
34302,Worland,0.1306532621,WY,13171,15.8,0.766
34303,Riverton,0.1243184283,WY,35804,14.6,0.632
34304,Sheridan,0.1044932082,WY,46306,15.5,0.583
34305,Miles City,0.1792828739,MT,12895,15.9,0.755
34306,Jordan,NA,MT,1279,11.9,0.739
34307,Colstrip,0.088888891,MT,12102,13.4,0.693
34308,Billings,0.1305191666,MT,152638,17.9,0.446
34309,Harlowton,0.200000003,MT,4191,13.4,0.696
34401,Dillon,0.116883114,MT,9202,18.6,0.73
34402,Bozeman,0.1259689927,MT,93985,16.8,0.527
34403,Helena,0.1197410971,MT,70150,17.3,0.472
34404,Butte-Silver Bow,0.089366518,MT,54033,18,0.61
34501,Bonners Ferry,0.0991379321,ID,9871,19.5,0.438
34502,Libby,0.1302605271,MT,18837,17.1,0.599
34503,Kalispell,0.1108414233,MT,111205,17.9,0.45
34504,Missoula,0.1056273058,MT,135756,17.4,0.467
34601,Gillette,0.2641843855,WY,46229,14.5,0.536
34602,Rawlins,0.1934156418,WY,15639,13.7,0.722
34603,Casper,0.1662689,WY,78585,17,0.528
34604,Lusk,NA,WY,2407,12.5,0.72
34701,Honolulu,0.1052926034,HI,876156,18.4,0.235
34702,Kapaa,0.0993071571,HI,58463,18,0.37
34703,Kahului,0.0848938823,HI,128241,18.3,0.384
34801,Las Vegas,0.0858484209,NM,49495,17.1,0.537
34802,Santa Fe,0.0803233162,NM,218804,17.4,0.371
34803,Tucumcari,0.0730337054,NM,10965,15.7,0.689
34804,Clayton,0.1223021597,NM,4174,13.5,0.625
34805,Alamosa,0.098867923,CO,46190,15.9,0.552
34901,Albuquerque,0.0659846142,NM,755244,17.4,0.273
34902,Socorro,0.052117262,NM,21621,16.3,0.565
35001,Phoenix,0.0752772912,AZ,3303211,20.3,0.242
35002,Safford,0.1105919033,AZ,42036,21.8,0.53
35100,Tucson,0.0705499947,AZ,999882,19.5,0.291
35201,Grand Junction,0.1463671476,CO,187857,18.4,0.465
35202,Gunnison,0.1061946899,CO,14746,14.4,0.644
35300,Farmington,0.0914475247,NM,168198,17.3,0.388
35401,Flagstaff,0.0814509094,AZ,289883,18.9,0.461
35402,Cortez,0.1267806292,CO,40087,16.7,0.502
35500,Gallup,0.0410613976,AZ,241691,17.6,0.468
35600,Hilo,0.0682675838,HI,148677,18.2,0.346
35701,Twin Falls,0.0871191844,ID,120807,18.6,0.505
35702,Burley,0.113892369,ID,41590,19.6,0.536
35801,Boise City,0.0739204213,ID,493970,19.5,0.342
35802,Ontario,0.0844841599,OR,62170,18,0.49
35803,McCall,0.1240310073,ID,11127,16.5,0.561
35901,St. George,0.1084832922,UT,130138,22,0.575
35902,Price,0.1373439282,UT,54045,21,0.577
35903,Moab,0.1179775298,UT,8485,18.2,0.752
35904,Richfield,0.1286031008,UT,25012,21.1,0.633
35905,Loa,0.2096774131,UT,2509,15.1,0.628
36000,Provo,0.1375119984,UT,389179,22.2,0.454
36100,Salt Lake City,0.108327426,UT,1426729,22.3,0.294
36200,Logan,0.1369095296,UT,149590,21,0.528
36301,Pocatello,0.0925086662,ID,269722,19.7,0.517
36302,Salmon,0.1549295783,ID,12148,17.7,0.582
36303,Jackson,0.1139240488,WY,24250,17.6,0.488
36401,Steamboat Springs,0.1589041054,CO,38860,17.6,0.549
36402,Vernal,0.2533783913,UT,39595,20.6,0.557
36403,Soda Springs,0.1769911498,ID,13715,18.2,0.575
36404,Rock Springs,0.2053941935,WY,80730,16.1,0.545
36501,Klamath Falls,0.0856175944,CA,151353,20.1,0.528
36502,Burns,0.1393939406,OR,7609,16,0.73
36503,Lakeview,0.1098265871,OR,7422,17.5,0.692
36600,Redding,0.0880713463,CA,219295,22.4,0.424
36700,Eureka,0.0757927299,CA,139540,20.5,0.497
36800,Medford,0.0719680116,OR,256995,21,0.429
36901,Crescent City,0.0834224597,CA,48644,20.4,0.626
36902,Roseburg,0.0819778815,OR,163178,19.4,0.462
37000,Modesto,0.0936282724,CA,729182,23.5,0.372
37100,Bakersfield,0.1216197163,CA,661645,23.6,0.362
37200,Fresno,0.0748793706,CA,1419998,23.2,0.351
37300,Chico,0.0948425978,CA,387577,22.7,0.442
37400,Sacramento,0.0969090089,CA,2570609,23.3,0.285
37500,San Jose,0.1293258816,CA,2393183,24,0.244
37601,Elko,0.1602941155,NV,61917,17.9,0.513
37602,Winnemucca,0.1695501804,NV,22799,17.5,0.496
37603,Portola,0.1176470593,CA,24379,22,0.552
37604,Reno,0.0910304934,NV,453825,19.6,0.378
37700,Santa Rosa,0.0995508954,CA,603188,21.3,0.349
37800,San Francisco,0.1215258688,CA,4642561,22.9,0.212
37901,Las Vegas,0.0800290108,NV,1568418,21.1,0.245
37902,Reno,0.1097560972,NV,5071,16.8,0.687
37903,Mammoth Lakes,0.1159420311,CA,30798,21,0.64
38000,San Diego,0.1043647528,CA,2813833,23.5,0.247
38100,Yuma,0.0982132256,CA,302387,22.8,0.45
38200,Santa Barbara,0.112940833,CA,646028,22.3,0.448
38300,Los Angeles,0.096090205,CA,16393360,24.8,0.225
38401,Lewiston,0.0902097896,ID,88546,17.9,0.555
38402,Pullman,0.1423611045,WA,75675,17.2,0.557
38501,Moses Lake,0.0965794772,WA,91126,20.5,0.512
38502,Wenatchee,0.0935460478,WA,99219,20.6,0.503
38601,Spokane,0.0928014889,WA,608317,20.9,0.348
38602,Colville,0.0975247547,WA,86890,20.2,0.427
38700,Longview,0.0927726701,WA,220580,20.2,0.448
38801,Portland,0.0930585414,OR,1842889,21.4,0.258
38802,The Dalles,0.1043802425,OR,65297,18.6,0.53
38901,Eugene,0.0788958147,OR,936387,21.1,0.381
38902,Newport,0.0725744814,OR,68741,19.4,0.49
39000,Yakima,0.0817065835,WA,255943,20.9,0.427
39100,Kennewick,0.1058548018,WA,332609,19.6,0.453
39201,La Grande,0.0876747146,OR,41271,18.4,0.645
39202,Enterprise,0.143790856,OR,7226,15.6,0.644
39203,Bend,0.0817263573,OR,153558,20.9,0.474
39204,Condon,0.1086956486,OR,3462,11.8,0.546
39205,John Day,0.1158536598,OR,7935,15.1,0.579
39301,Friday Harbor,0.1016949117,WA,14077,18.3,0.628
39302,Bellingham,0.1155751273,WA,166814,21.1,0.418
39303,Port Angeles,0.0858400613,WA,90478,19.5,0.486
39400,Seattle,0.1085509509,WA,3775744,21,0.24
